Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Number of Investors,Number of Partner Investors,Equity Only Funding
Series A - Correlsense,https://www.crunchbase.com/funding_round/correlsense-series-a--c1aa81da,Correlsense,https://www.crunchbase.com/organization/correlsense,Series A,"$3,600,000","Jun 23, 2008",Early Stage Venture,,4,2,Yes
Series A - SureWaves,https://www.crunchbase.com/funding_round/surewaves-series-a--ae8875ea,SureWaves,https://www.crunchbase.com/organization/surewaves,Series A,"₹100,000,000","Aug 4, 2011",Early Stage Venture,,1,,Yes
Series C - ScaleArc,https://www.crunchbase.com/funding_round/scalearc-series-c--c2c7cccb,ScaleArc,https://www.crunchbase.com/organization/scalearc,Series C,"$20,000,000","Jan 19, 2016",Late Stage Venture,,5,2,Yes
Series A - Plays.tv,https://www.crunchbase.com/funding_round/plays-tv-series-a--8ebcbc20,Plays.tv,https://www.crunchbase.com/organization/plays-tv,Series A,"$15,000,000","Feb 16, 2017",Early Stage Venture,,7,1,Yes
Series A - BlueSprig,https://www.crunchbase.com/funding_round/bluesprig-series-a--4f3a9f41,BlueSprig,https://www.crunchbase.com/organization/bluesprig,Series A,"$10,000,000","Dec 15, 2011",Early Stage Venture,,1,,Yes
Series B - TrustArc,https://www.crunchbase.com/funding_round/truste-series-b--e55105b6,TrustArc,https://www.crunchbase.com/organization/truste,Series B,"$12,000,000","Jun 1, 2010",Early Stage Venture,,4,2,Yes
Series D - DocuSign,https://www.crunchbase.com/funding_round/docusign-series-d--6c26fd16,DocuSign,https://www.crunchbase.com/organization/docusign,Series D,"$55,700,000","Aug 7, 2012",Late Stage Venture,,6,3,Yes
Series A - Qualtrics,https://www.crunchbase.com/funding_round/qualtrics-series-a--8a050e3a,Qualtrics,https://www.crunchbase.com/organization/qualtrics,Series A,"$70,000,000","May 15, 2012",Early Stage Venture,,2,2,Yes
Series D - Bonobos,https://www.crunchbase.com/funding_round/bonobos-series-d--3fc79707,Bonobos,https://www.crunchbase.com/organization/bonobos,Series D,"$55,000,000","Jul 2, 2014",Late Stage Venture,,11,4,Yes
"Series A - Tenable Network Security, Inc.",https://www.crunchbase.com/funding_round/tenable-network-security-series-a--a5327f88,"Tenable Network Security, Inc.",https://www.crunchbase.com/organization/tenable-network-security,Series A,"$50,000,000","Sep 5, 2012",Early Stage Venture,,2,1,Yes
Series B - Wonga,https://www.crunchbase.com/funding_round/wonga-series-b--8d6ce969,Wonga,https://www.crunchbase.com/organization/wonga,Series B,"$22,250,000","Jun 8, 2009",Early Stage Venture,,5,5,Yes
Seed Round - Parastructure,https://www.crunchbase.com/funding_round/parastructure-seed--3825f10d,Parastructure,https://www.crunchbase.com/organization/parastructure,Seed,"$2,500,000","Mar 1, 2013",Seed,,5,,Yes
Series A - Bizongo,https://www.crunchbase.com/funding_round/bizongo-series-a--bd30cf2c,Bizongo,https://www.crunchbase.com/organization/bizongo,Series A,"$3,000,000","Nov 4, 2016",Early Stage Venture,,2,,Yes
Series B - OPAL,https://www.crunchbase.com/funding_round/opal-series-b--403e3e14,OPAL,https://www.crunchbase.com/organization/opal,Series B,"$15,500,000","Dec 13, 2016",Early Stage Venture,,4,3,Yes
Series E - Airgo Networks,https://www.crunchbase.com/funding_round/airgo-series-e--d8b01a0d,Airgo Networks,https://www.crunchbase.com/organization/airgo,Series E,"$35,000,000","Apr 1, 2005",Late Stage Venture,,4,1,Yes
Series A - Rhapsody Networks,https://www.crunchbase.com/funding_round/rhapsody-networks-series-a--98b79535,Rhapsody Networks,https://www.crunchbase.com/organization/rhapsody-networks,Series A,"$12,000,000","Jun 21, 2000",Early Stage Venture,,2,2,Yes
Series D - StreamBase Systems,https://www.crunchbase.com/funding_round/streambase-systems-series-d--1430afc1,StreamBase Systems,https://www.crunchbase.com/organization/streambase-systems,Series D,"$6,000,000","Jan 9, 2009",Late Stage Venture,,5,4,Yes
Series C - StreamBase Systems,https://www.crunchbase.com/funding_round/streambase-systems-series-c--d335b0e7,StreamBase Systems,https://www.crunchbase.com/organization/streambase-systems,Series C,"$15,000,000","Jul 31, 2007",Late Stage Venture,,4,3,Yes
Series A - MyFitnessPal,https://www.crunchbase.com/funding_round/myfitnesspal-series-a--51522812,MyFitnessPal,https://www.crunchbase.com/organization/myfitnesspal,Series A,"$18,000,000","Aug 13, 2013",Early Stage Venture,,3,3,Yes
Series B - Aptana,https://www.crunchbase.com/funding_round/aptana-series-b--c5bc2bf7,Aptana,https://www.crunchbase.com/organization/aptana,Series B,"$4,000,000","Oct 29, 2007",Early Stage Venture,,1,,Yes
Seed Round - Impermium,https://www.crunchbase.com/funding_round/impermium-seed--c83f8060,Impermium,https://www.crunchbase.com/organization/impermium,Seed,"$1,000,000","Jun 27, 2011",Seed,,10,1,Yes
Series C - SimpliVity,https://www.crunchbase.com/funding_round/simplivity-series-c--e3c5c934,SimpliVity,https://www.crunchbase.com/organization/simplivity,Series C,"$58,000,000","Nov 18, 2013",Late Stage Venture,,7,8,Yes
Series C - Acopia Networks,https://www.crunchbase.com/funding_round/acopia-networks-series-c--591df26e,Acopia Networks,https://www.crunchbase.com/organization/acopia-networks,Series C,"$25,000,000","Nov 5, 2004",Late Stage Venture,,5,,Yes
Series D - Carrier IQ,https://www.crunchbase.com/funding_round/carrier-iq-series-d--1e4feaef,Carrier IQ,https://www.crunchbase.com/organization/carrier-iq,Series D,"$12,000,000","Jun 15, 2010",Late Stage Venture,,6,4,Yes
Series D - Acopia Networks,https://www.crunchbase.com/funding_round/acopia-networks-series-d--6b5d86d2,Acopia Networks,https://www.crunchbase.com/organization/acopia-networks,Series D,"$20,000,000","Jun 19, 2006",Late Stage Venture,,6,2,Yes
Series B - Acopia Networks,https://www.crunchbase.com/funding_round/acopia-networks-series-b--48240ad5,Acopia Networks,https://www.crunchbase.com/organization/acopia-networks,Series B,"$30,000,000","May 21, 2003",Early Stage Venture,,4,2,Yes
Series A - SimpliVity,https://www.crunchbase.com/funding_round/simplivity-series-a--43a3ca14,SimpliVity,https://www.crunchbase.com/organization/simplivity,Series A,"$18,000,000","Jan 1, 2012",Early Stage Venture,,3,4,Yes
Series B - Amino,https://www.crunchbase.com/funding_round/amino-series-b--af87047b,Amino,https://www.crunchbase.com/organization/amino,Series B,"$13,000,000","Oct 20, 2015",Early Stage Venture,,3,2,Yes
"Series B - Lola Travel Company, Inc.",https://www.crunchbase.com/funding_round/lola-travel-company-inc-series-b--d4cafd82,"Lola Travel Company, Inc.",https://www.crunchbase.com/organization/lola-travel-company-inc,Series B,"$25,000,000","Feb 6, 2017",Early Stage Venture,,5,1,Yes
Series A - Amino,https://www.crunchbase.com/funding_round/amino-series-a--9727566e,Amino,https://www.crunchbase.com/organization/amino,Series A,"$7,000,000","Sep 1, 2014",Early Stage Venture,,3,2,Yes
Series C - KAYAK,https://www.crunchbase.com/funding_round/kayak-series-c--6d06ddc3,KAYAK,https://www.crunchbase.com/organization/kayak,Series C,"$11,500,000","May 1, 2006",Late Stage Venture,,1,1,Yes
Seed Round - Din,https://www.crunchbase.com/funding_round/din-seed--6da439ae,Din,https://www.crunchbase.com/organization/din,Seed,"$3,000,000","Sep 25, 2015",Seed,,13,,Yes
Series C - Azea Networks,https://www.crunchbase.com/funding_round/azea-networks-series-c--6a20029f,Azea Networks,https://www.crunchbase.com/organization/azea-networks,Series C,"$8,000,000","Feb 22, 2005",Late Stage Venture,,3,,Yes
Series C - Imperva,https://www.crunchbase.com/funding_round/imperva-series-c--8d462ee1,Imperva,https://www.crunchbase.com/organization/imperva,Series C,"$17,000,000","May 17, 2006",Late Stage Venture,,4,3,Yes
Series C - Big Bear Networks,https://www.crunchbase.com/funding_round/bigbear-network-series-c--4f9a6691,Big Bear Networks,https://www.crunchbase.com/organization/bigbear-network,Series C,"$18,000,000","Nov 23, 2003",Late Stage Venture,,5,,Yes
Series C - Space Ape,https://www.crunchbase.com/funding_round/space-ape-series-c--538590c1,Space Ape,https://www.crunchbase.com/organization/space-ape,Series C,"$6,900,000","Dec 3, 2014",Late Stage Venture,,5,4,Yes
Series D - Big Bear Networks,https://www.crunchbase.com/funding_round/bigbear-network-series-d--5f57b48d,Big Bear Networks,https://www.crunchbase.com/organization/bigbear-network,Series D,"$4,000,000","Jun 15, 2005",Late Stage Venture,,5,,Yes
Series D - myThings,https://www.crunchbase.com/funding_round/mythings-series-d--33b07317,myThings,https://www.crunchbase.com/organization/mythings,Series D,"$15,000,000","Mar 20, 2012",Late Stage Venture,,7,2,Yes
Series B - Noosh,https://www.crunchbase.com/funding_round/noosh-series-b--82f285fc,Noosh,https://www.crunchbase.com/organization/noosh,Series B,"$3,624,900","Mar 31, 2005",Early Stage Venture,,3,,Yes
Series B - Big Bear Networks,https://www.crunchbase.com/funding_round/bigbear-network-series-b--ac71b89b,Big Bear Networks,https://www.crunchbase.com/organization/bigbear-network,Series B,"$40,000,000","Jan 23, 2002",Early Stage Venture,,6,2,Yes
Series C - netvmg,https://www.crunchbase.com/funding_round/netvmg-series-c--e134876f,netvmg,https://www.crunchbase.com/organization/netvmg,Series C,"$11,190,000","May 17, 2002",Late Stage Venture,,2,1,Yes
Series D - netvmg,https://www.crunchbase.com/funding_round/netvmg-series-d--4d63935e,netvmg,https://www.crunchbase.com/organization/netvmg,Series D,"$5,600,000","Mar 4, 2003",Late Stage Venture,,2,1,Yes
Series A - SentinelOne,https://www.crunchbase.com/funding_round/sentinel-series-a--57853692,SentinelOne,https://www.crunchbase.com/organization/sentinel,Series A,"$12,000,000","Apr 23, 2014",Early Stage Venture,,6,1,Yes
Series A - Big Bear Networks,https://www.crunchbase.com/funding_round/bigbear-network-series-a--ff178086,Big Bear Networks,https://www.crunchbase.com/organization/bigbear-network,Series A,"$20,000,000","Aug 21, 2000",Early Stage Venture,,2,,Yes
Series A - netvmg,https://www.crunchbase.com/funding_round/netvmg-series-a--520c4b76,netvmg,https://www.crunchbase.com/organization/netvmg,Series A,"$10,000,000","May 1, 2000",Early Stage Venture,,1,,Yes
Seed Round - Floored,https://www.crunchbase.com/funding_round/floored-seed--77207132,Floored,https://www.crunchbase.com/organization/floored,Seed,"$1,100,000","Dec 1, 2012",Seed,,8,2,Yes
Series C - FlexLight Networks,https://www.crunchbase.com/funding_round/flexlight-networks-series-c--307dfed7,FlexLight Networks,https://www.crunchbase.com/organization/flexlight-networks,Series C,"$15,260,000","Jul 18, 2003",Late Stage Venture,,5,3,Yes
Series B - Njini,https://www.crunchbase.com/funding_round/njini-series-b--830b8cbf,Njini,https://www.crunchbase.com/organization/njini,Series B,"$2,500,000","Jul 28, 2004",Early Stage Venture,,2,,Yes
Series A - CardSpring,https://www.crunchbase.com/funding_round/cardspring-series-a--fde90292,CardSpring,https://www.crunchbase.com/organization/cardspring,Series A,"$10,000,000","Jan 31, 2012",Early Stage Venture,,8,1,Yes
Series A - Acopia Networks,https://www.crunchbase.com/funding_round/acopia-networks-series-a--000dedbb,Acopia Networks,https://www.crunchbase.com/organization/acopia-networks,Series A,"$10,960,000","Oct 3, 2002",Early Stage Venture,,1,,Yes
Series B - Portea Medical,https://www.crunchbase.com/funding_round/portea-medical-series-b--32ba0f7f,Portea Medical,https://www.crunchbase.com/organization/portea-medical,Series B,"$37,500,000","Sep 20, 2015",Early Stage Venture,,5,3,Yes
Series A - Frame.io,https://www.crunchbase.com/funding_round/frame-io-series-a--128c6fc1,Frame.io,https://www.crunchbase.com/organization/frame-io,Series A,"$10,000,000","Sep 14, 2016",Early Stage Venture,,9,3,Yes
Series B - Campanda,https://www.crunchbase.com/funding_round/campanda-series-b--66a9f756,Campanda,https://www.crunchbase.com/organization/campanda,Series B,"€10,000,000","Jan 10, 2017",Early Stage Venture,,7,,Yes
Series A - Campanda,https://www.crunchbase.com/funding_round/campanda-series-a--658090fe,Campanda,https://www.crunchbase.com/organization/campanda,Series A,"€5,000,000","May 27, 2015",Early Stage Venture,,5,2,Yes
Series D - BlueJeans Network,https://www.crunchbase.com/funding_round/blue-jeans-network-series-d--50b5c7ab,BlueJeans Network,https://www.crunchbase.com/organization/blue-jeans-network,Series D,"$50,000,000","Sep 18, 2013",Late Stage Venture,,4,4,Yes
Series C - Invoca,https://www.crunchbase.com/funding_round/invoca-series-c--0abafcc0,Invoca,https://www.crunchbase.com/organization/invoca,Series C,"$20,000,000","Jan 13, 2014",Late Stage Venture,,4,5,Yes
Seed Round - Dapper,https://www.crunchbase.com/funding_round/dapper-seed--6480f35f,Dapper,https://www.crunchbase.com/organization/dapper,Seed,"$1,000,000","Dec 11, 2006",Seed,,1,,Yes
Series A - CleverTap,https://www.crunchbase.com/funding_round/wizrocket-technologies-series-a--19573885,CleverTap,https://www.crunchbase.com/organization/wizrocket-technologies,Series A,"$8,000,000","Aug 3, 2015",Early Stage Venture,,2,,Yes
Series A - BlueJeans Network,https://www.crunchbase.com/funding_round/blue-jeans-network-series-a--d74a8fa2,BlueJeans Network,https://www.crunchbase.com/organization/blue-jeans-network,Series A,"$5,500,000","Nov 1, 2009",Early Stage Venture,,2,1,Yes
Series A - Opinio,https://www.crunchbase.com/funding_round/opinio-2-series-a--9656d198,Opinio,https://www.crunchbase.com/organization/opinio-2,Series A,"$7,000,000","Oct 20, 2015",Early Stage Venture,,3,,Yes
Series D - Atrica,https://www.crunchbase.com/funding_round/atrica-series-d--14bd06be,Atrica,https://www.crunchbase.com/organization/atrica,Series D,"$17,000,000","Jul 18, 2003",Late Stage Venture,,9,,Yes
Series A - Telepo,https://www.crunchbase.com/funding_round/telepo-series-a--b68dea98,Telepo,https://www.crunchbase.com/organization/telepo,Series A,"$5,090,000","Sep 21, 2006",Early Stage Venture,,1,1,Yes
Series A - Comstellar Technologies,https://www.crunchbase.com/funding_round/comstellar-technologies-series-a--cd16177a,Comstellar Technologies,https://www.crunchbase.com/organization/comstellar-technologies,Series A,"$135,000,000","Jul 12, 2000",Early Stage Venture,,10,,Yes
Series B - MobStac,https://www.crunchbase.com/funding_round/mobstac-series-b--c806e2ba,MobStac,https://www.crunchbase.com/organization/mobstac,Series B,"$2,000,000","Dec 1, 2013",Early Stage Venture,,2,1,Yes
Series C - Jasper Design Automation,https://www.crunchbase.com/funding_round/jasper-design-automation-series-c--18ee9f7f,Jasper Design Automation,https://www.crunchbase.com/organization/jasper-design-automation,Series C,"$13,500,000","Jun 7, 2004",Late Stage Venture,,1,1,Yes
Seed Round - GoCardless,https://www.crunchbase.com/funding_round/gocardless-seed--1b77dc9b,GoCardless,https://www.crunchbase.com/organization/gocardless,Seed,"$1,500,000","Feb 7, 2012",Seed,,7,,Yes
Series B - Qwilt,https://www.crunchbase.com/funding_round/qwilt-series-b--697c15da,Qwilt,https://www.crunchbase.com/organization/qwilt,Series B,"$15,000,000","Oct 19, 2011",Early Stage Venture,,3,4,Yes
Seed Round - CapriCoast,https://www.crunchbase.com/funding_round/capricoast-seed--5cf9de8f,CapriCoast,https://www.crunchbase.com/organization/capricoast,Seed,"$1,250,000","Apr 13, 2015",Seed,,3,,Yes
Series B - Trulia,https://www.crunchbase.com/funding_round/trulia-series-b--3d721d82,Trulia,https://www.crunchbase.com/organization/trulia,Series B,"$5,700,000","Dec 1, 2005",Early Stage Venture,,3,1,Yes
Series B - Mobile Cohesion,https://www.crunchbase.com/funding_round/mobile-cohesion-series-b--df0f4793,Mobile Cohesion,https://www.crunchbase.com/organization/mobile-cohesion,Series B,"$4,800,000","Sep 25, 2006",Early Stage Venture,,4,,Yes
Seed Round - Transit,https://www.crunchbase.com/funding_round/transit-seed--a59d98e7,Transit,https://www.crunchbase.com/organization/transit,Seed,"$2,400,000","Sep 21, 2016",Seed,,4,1,Yes
Series A - Gametime,https://www.crunchbase.com/funding_round/gametime-series-a--fbaff44c,Gametime,https://www.crunchbase.com/organization/gametime,Series A,"$9,300,000","May 14, 2015",Early Stage Venture,,12,1,Yes
Series B - Airgo Networks,https://www.crunchbase.com/funding_round/airgo-series-b--bf6a627f,Airgo Networks,https://www.crunchbase.com/organization/airgo,Series B,"$20,000,000","Feb 19, 2002",Early Stage Venture,,2,,Yes
Series C - WiChorus,https://www.crunchbase.com/funding_round/wichorus-series-c--f9dd268f,WiChorus,https://www.crunchbase.com/organization/wichorus,Series C,"$18,000,000","Nov 4, 2008",Late Stage Venture,,4,4,Yes
Series C - Brightcove,https://www.crunchbase.com/funding_round/brightcove-series-c--90d12d1e,Brightcove,https://www.crunchbase.com/organization/brightcove,Series C,"$55,000,000","Nov 9, 2006",Late Stage Venture,,3,1,Yes
Series A - Osmo,https://www.crunchbase.com/funding_round/osmo-series-a--7380eb64,Osmo,https://www.crunchbase.com/organization/osmo,Series A,"$12,000,000","Oct 16, 2014",Early Stage Venture,,3,3,Yes
Series B - Altiscale,https://www.crunchbase.com/funding_round/altiscale-series-b--9009606b,Altiscale,https://www.crunchbase.com/organization/altiscale,Series B,"$30,000,000","Nov 26, 2014",Early Stage Venture,,5,3,Yes
Series B - Amobee,https://www.crunchbase.com/funding_round/amobee-series-b--6f580833,Amobee,https://www.crunchbase.com/organization/amobee,Series B,"$15,000,000","Jan 1, 2007",Early Stage Venture,,3,3,Yes
Series B - Zoomdata,https://www.crunchbase.com/funding_round/zoomdata-series-b--0095bec2,Zoomdata,https://www.crunchbase.com/organization/zoomdata,Series B,"$17,000,000","Oct 6, 2014",Early Stage Venture,,5,3,Yes
Series B - Deserve,https://www.crunchbase.com/funding_round/selfscore-series-b--10f6c57e,Deserve,https://www.crunchbase.com/organization/selfscore,Series B,"$7,100,000","Aug 24, 2016",Early Stage Venture,,3,2,Yes
Series B - Seeking Alpha,https://www.crunchbase.com/funding_round/seekingalpha-series-b--aa079ee1,Seeking Alpha,https://www.crunchbase.com/organization/seekingalpha,Series B,"$7,000,000","Dec 1, 2009",Early Stage Venture,,3,2,Yes
Series A - Mu Dynamics,https://www.crunchbase.com/funding_round/mu-dynamics-series-a--993e55e3,Mu Dynamics,https://www.crunchbase.com/organization/mu-dynamics,Series A,"$4,000,000","Jan 1, 2005",Early Stage Venture,,2,1,Yes
Series D - Nimble Storage,https://www.crunchbase.com/funding_round/nimble-storage-series-d--f2a604d1,Nimble Storage,https://www.crunchbase.com/organization/nimble-storage,Series D,"$25,000,000","Jul 14, 2011",Late Stage Venture,,4,6,Yes
Series A - Atrica,https://www.crunchbase.com/funding_round/atrica-series-a--7660b66b,Atrica,https://www.crunchbase.com/organization/atrica,Series A,"$16,000,000","Sep 18, 2000",Early Stage Venture,,5,,Yes
Series A - ANSR Consulting,https://www.crunchbase.com/funding_round/ansr-consulting-series-a--98a5b67a,ANSR Consulting,https://www.crunchbase.com/organization/ansr-consulting,Series A,"$6,700,000","Jul 21, 2015",Early Stage Venture,,2,,Yes
Series C - RAMP Holdings,https://www.crunchbase.com/funding_round/ramp-series-c--dc02180a,RAMP Holdings,https://www.crunchbase.com/organization/ramp,Series C,"$15,000,000","Sep 27, 2012",Late Stage Venture,,7,5,Yes
Series A - LearnVest,https://www.crunchbase.com/funding_round/learnvest-series-a--d57585be,LearnVest,https://www.crunchbase.com/organization/learnvest,Series A,"$4,430,000","Apr 1, 2010",Early Stage Venture,,4,2,Yes
Series B - Freshworks,https://www.crunchbase.com/funding_round/freshdesk-series-b--0d75ac8e,Freshworks,https://www.crunchbase.com/organization/freshdesk,Series B,"$5,000,000","Apr 26, 2012",Early Stage Venture,,2,2,Yes
Seed Round - DataPad,https://www.crunchbase.com/funding_round/datapad-inc-seed--40bcbf46,DataPad,https://www.crunchbase.com/organization/datapad-inc,Seed,"$1,700,000","Jan 1, 2013",Seed,,9,,Yes
Series A - Heptio,https://www.crunchbase.com/funding_round/heptio-series-a--8274de24,Heptio,https://www.crunchbase.com/organization/heptio,Series A,"$8,500,000","Nov 17, 2016",Early Stage Venture,,2,,Yes
Series B - Centrify,https://www.crunchbase.com/funding_round/centrify-series-b--3f773189,Centrify,https://www.crunchbase.com/organization/centrify,Series B,"$14,000,000","Aug 9, 2005",Early Stage Venture,,3,2,Yes
Series A - Qwilt,https://www.crunchbase.com/funding_round/qwilt-series-a--2eec13e4,Qwilt,https://www.crunchbase.com/organization/qwilt,Series A,"$9,100,000","Sep 13, 2010",Early Stage Venture,,2,2,Yes
Seed Round - Eventifier,https://www.crunchbase.com/funding_round/eventifier-seed--17e451da,Eventifier,https://www.crunchbase.com/organization/eventifier,Seed,"$500,000","Dec 2, 2013",Seed,,2,,Yes
Seed Round - Amitree,https://www.crunchbase.com/funding_round/amitree-seed--379d3f9a,Amitree,https://www.crunchbase.com/organization/amitree,Seed,"$2,700,000","Jan 8, 2014",Seed,,9,1,Yes
Series D - Trapeze Networks,https://www.crunchbase.com/funding_round/trapeze-networks-series-d--167f59fb,Trapeze Networks,https://www.crunchbase.com/organization/trapeze-networks,Series D,"$30,000,000","Aug 28, 2006",Late Stage Venture,,7,2,Yes
Series B - ScaleXtreme,https://www.crunchbase.com/funding_round/scalextreme-series-b--bff467bf,ScaleXtreme,https://www.crunchbase.com/organization/scalextreme,Series B,"$11,000,000","Jun 21, 2011",Early Stage Venture,,2,2,Yes
Series B - Mitra Biotech,https://www.crunchbase.com/funding_round/mitra-biotech-series-b--8072053c,Mitra Biotech,https://www.crunchbase.com/organization/mitra-biotech,Series B,"$27,400,000","Aug 29, 2016",Early Stage Venture,,5,2,Yes
Series C - MemSQL,https://www.crunchbase.com/funding_round/memsql-series-c--3975b7a7,MemSQL,https://www.crunchbase.com/organization/memsql,Series C,"$36,000,000","Apr 21, 2016",Late Stage Venture,,7,2,Yes
Series C - Correlsense,https://www.crunchbase.com/funding_round/correlsense-series-c--e031b70d,Correlsense,https://www.crunchbase.com/organization/correlsense,Series C,"$3,000,000","Jul 19, 2012",Late Stage Venture,,5,3,Yes
Series C - Elo7,https://www.crunchbase.com/funding_round/elo7-series-c--14e18b1f,Elo7,https://www.crunchbase.com/organization/elo7,Series C,"$11,000,000","Oct 6, 2014",Late Stage Venture,,3,2,Yes
Series B - Origami Logic,https://www.crunchbase.com/funding_round/origami-logic-series-b--846ed14a,Origami Logic,https://www.crunchbase.com/organization/origami-logic,Series B,"$15,000,000","Jan 29, 2014",Early Stage Venture,,3,4,Yes
Series C - Amobee,https://www.crunchbase.com/funding_round/amobee-series-c--6a0c161b,Amobee,https://www.crunchbase.com/organization/amobee,Series C,"$22,000,000","Aug 6, 2008",Late Stage Venture,,7,3,Yes
Series B - netvmg,https://www.crunchbase.com/funding_round/netvmg-series-b--3d7976c1,netvmg,https://www.crunchbase.com/organization/netvmg,Series B,"$57,000,000","Apr 11, 2001",Early Stage Venture,,5,1,Yes
Series A - Selency,https://www.crunchbase.com/funding_round/brocante-lab-series-a--3f39af66,Selency,https://www.crunchbase.com/organization/brocante-lab,Series A,"€3,000,000","Oct 26, 2016",Early Stage Venture,,2,1,Yes
Series A - Demisto,https://www.crunchbase.com/funding_round/demisto-series-a--588fc884,Demisto,https://www.crunchbase.com/organization/demisto,Series A,"$6,000,000","May 25, 2016",Early Stage Venture,,5,2,Yes
Series A - Altor Networks,https://www.crunchbase.com/funding_round/altor-networks-series-a--aa3dabc0,Altor Networks,https://www.crunchbase.com/organization/altor-networks,Series A,"$6,000,000","Apr 1, 2008",Early Stage Venture,,2,1,Yes
Series A - Collectabillia.com,https://www.crunchbase.com/funding_round/collectabillia-com-series-a--c94486e9,Collectabillia.com,https://www.crunchbase.com/organization/collectabillia-com,Series A,"₹172,500,000","Jul 6, 2012",Early Stage Venture,,1,,Yes
Series A - Vox Media,https://www.crunchbase.com/funding_round/vox-media-series-a--bcf92e94,Vox Media,https://www.crunchbase.com/organization/vox-media,Series A,"$5,000,000","Jan 15, 2009",Early Stage Venture,,2,1,Yes
Series D - Cambridge Broadband Networks,https://www.crunchbase.com/funding_round/cambridge-broadband-networks-series-d--bccefa9f,Cambridge Broadband Networks,https://www.crunchbase.com/organization/cambridge-broadband-networks,Series D,"$9,000,000","Jan 16, 2006",Late Stage Venture,,3,,Yes
Series F - Funding Circle,https://www.crunchbase.com/funding_round/funding-circle-series-f--2d3f9067,Funding Circle,https://www.crunchbase.com/organization/funding-circle,Series F,"$100,000,000","Jan 11, 2017",Late Stage Venture,,8,4,Yes
Series B - Sonatype,https://www.crunchbase.com/funding_round/sonatype-series-b--07f07721,Sonatype,https://www.crunchbase.com/organization/sonatype,Series B,"$9,999,999","Sep 13, 2010",Early Stage Venture,,4,3,Yes
Series A - Dragonplay,https://www.crunchbase.com/funding_round/dragonplay-series-a--137880fa,Dragonplay,https://www.crunchbase.com/organization/dragonplay,Series A,"$14,000,000","Apr 2, 2012",Early Stage Venture,,3,3,Yes
Series A - edupristine,https://www.crunchbase.com/funding_round/edupristine-series-a--54d928bd,edupristine,https://www.crunchbase.com/organization/edupristine,Series A,"$1,500,000","Apr 8, 2014",Early Stage Venture,,1,,Yes
Series C - Lightspeed POS,https://www.crunchbase.com/funding_round/lightspeed-retail-series-c--9640531b,Lightspeed POS,https://www.crunchbase.com/organization/lightspeed-retail,Series C,"$61,000,000","Sep 16, 2015",Late Stage Venture,,4,3,Yes
Series A - Flipkart,https://www.crunchbase.com/funding_round/flipkart-series-a--ec746556,Flipkart,https://www.crunchbase.com/organization/flipkart,Series A,"$1,000,000","Oct 1, 2009",Early Stage Venture,,1,2,Yes
Seed Round - Drafted,https://www.crunchbase.com/funding_round/drafted-seed--31488524,Drafted,https://www.crunchbase.com/organization/drafted,Seed,"$2,500,000","Jun 29, 2015",Seed,,5,,Yes
Series A - Chargebee,https://www.crunchbase.com/funding_round/chargebee-series-a--0cd7bbd4,Chargebee,https://www.crunchbase.com/organization/chargebee,Series A,"$800,000","Jan 13, 2014",Early Stage Venture,,1,1,Yes
Seed Round - Frame.io,https://www.crunchbase.com/funding_round/frame-io-seed--42039b0f,Frame.io,https://www.crunchbase.com/organization/frame-io,Seed,"$2,200,000","Oct 5, 2015",Seed,,10,1,Yes
Series B - 99designs,https://www.crunchbase.com/funding_round/99designs-series-b--c346c60d,99designs,https://www.crunchbase.com/organization/99designs,Series B,"$10,000,000","Apr 15, 2015",Early Stage Venture,,2,1,Yes
Seed Round - HelloTech,https://www.crunchbase.com/funding_round/hellotech-seed--233711c0,HelloTech,https://www.crunchbase.com/organization/hellotech,Seed,"$2,000,000","May 26, 2015",Seed,,8,3,Yes
Series C - Perfint Healthcare,https://www.crunchbase.com/funding_round/perfint-healthcare-series-c--d44cb7e9,Perfint Healthcare,https://www.crunchbase.com/organization/perfint-healthcare,Series C,"$6,000,000","Mar 5, 2012",Late Stage Venture,,3,1,Yes
Series A - Hailo,https://www.crunchbase.com/funding_round/hailo-series-a--21a11dda,Hailo,https://www.crunchbase.com/organization/hailo,Series A,"$17,000,000","Mar 29, 2012",Early Stage Venture,,4,2,Yes
Series C - Centrify,https://www.crunchbase.com/funding_round/centrify-series-c--c1043572,Centrify,https://www.crunchbase.com/organization/centrify,Series C,"$15,000,000","Apr 18, 2007",Late Stage Venture,,4,2,Yes
Series C - YuMe,https://www.crunchbase.com/funding_round/yume-series-c--c1522ce7,YuMe,https://www.crunchbase.com/organization/yume,Series C,"$5,000,000","Sep 4, 2009",Late Stage Venture,,5,3,Yes
Series B - MyHeritage,https://www.crunchbase.com/funding_round/myheritage-series-b--3231af33,MyHeritage,https://www.crunchbase.com/organization/myheritage,Series B,"$4,000,000","Jul 1, 2007",Early Stage Venture,,4,1,Yes
Series D - Primarion,https://www.crunchbase.com/funding_round/primarion-series-d--b213050d,Primarion,https://www.crunchbase.com/organization/primarion,Series D,"$22,000,000","Jul 25, 2005",Late Stage Venture,,4,,Yes
