Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Number of Investors,Number of Partner Investors,Equity Only Funding
Series B - Away,https://www.crunchbase.com/funding_round/away-2-series-b--ddf79bc1,Away,https://www.crunchbase.com/organization/away-2,Series B,"$20,000,000","May 19, 2017",Early Stage Venture,,5,3,Yes
Series B - PayFit,https://www.crunchbase.com/funding_round/payfit-series-b--01452799,PayFit,https://www.crunchbase.com/organization/payfit,Series B,"€14,000,000","Jul 6, 2017",Early Stage Venture,,3,3,Yes
Series B - The Zebra,https://www.crunchbase.com/funding_round/the-zebra-series-b--aaaf2da6,The Zebra,https://www.crunchbase.com/organization/the-zebra,Series B,"$40,000,000","Sep 19, 2017",Early Stage Venture,,1,,Yes
Series B - Fabhotels,https://www.crunchbase.com/funding_round/fabhotels-series-b--8a4279e3,Fabhotels,https://www.crunchbase.com/organization/fabhotels,Series B,"$25,000,000","Jul 26, 2017",Early Stage Venture,,2,1,Yes
Series B - StreamSets,https://www.crunchbase.com/funding_round/streamsets-series-b--5d7cef55,StreamSets,https://www.crunchbase.com/organization/streamsets,Series B,"$20,000,000","May 31, 2017",Early Stage Venture,,3,1,Yes
Series B - Ninjacart,https://www.crunchbase.com/funding_round/ninjacart-series-b--e68662ed,Ninjacart,https://www.crunchbase.com/organization/ninjacart,Series B,"$5,740,000","Apr 11, 2017",Early Stage Venture,,5,,Yes
Series B - Cornershop,https://www.crunchbase.com/funding_round/cornershop-series-b--2f07efcd,Cornershop,https://www.crunchbase.com/organization/cornershop,Series B,"$21,000,000","May 4, 2017",Early Stage Venture,,4,2,Yes
Series A - Dropcam,https://www.crunchbase.com/funding_round/dropcam-series-a--d3732699,Dropcam,https://www.crunchbase.com/organization/dropcam,Series A,"$5,800,000","Sep 21, 2011",Early Stage Venture,,7,4,Yes
Series B - Doppler Labs,https://www.crunchbase.com/funding_round/doppler-labs-series-b--082fe2af,Doppler Labs,https://www.crunchbase.com/organization/doppler-labs,Series B,"$17,000,000","Jul 7, 2015",Early Stage Venture,,13,3,Yes
Series B - Doppler Labs,https://www.crunchbase.com/funding_round/doppler-labs-series-b--ad6ca06e,Doppler Labs,https://www.crunchbase.com/organization/doppler-labs,Series B,"$24,000,000","Jul 18, 2016",Early Stage Venture,,6,3,Yes
Seed Round - Ledger Investing,https://www.crunchbase.com/funding_round/ledger-investing-seed--a580eebe,Ledger Investing,https://www.crunchbase.com/organization/ledger-investing,Seed,"$5,139,000","May 1, 2017",Seed,,6,,Yes
Series C - Amino,https://www.crunchbase.com/funding_round/amino-series-c--4fd11e5f,Amino,https://www.crunchbase.com/organization/amino,Series C,"$25,000,000","Apr 4, 2017",Late Stage Venture,,6,2,Yes
Series A - Podium,https://www.crunchbase.com/funding_round/podium-2-series-a--77d34187,Podium,https://www.crunchbase.com/organization/podium-2,Series A,"$32,000,000","May 9, 2017",Early Stage Venture,,4,,Yes
Seed Round - CasaOne,https://www.crunchbase.com/funding_round/casaone-seed--73d2cfb5,CasaOne,https://www.crunchbase.com/organization/casaone,Seed,"$1,500,000","Jul 1, 2017",Seed,,1,,Yes
Series A - Cornershop,https://www.crunchbase.com/funding_round/cornershop-series-a--c405c7eb,Cornershop,https://www.crunchbase.com/organization/cornershop,Series A,"$6,700,000","Apr 14, 2016",Early Stage Venture,,7,3,Yes
Series B - SeatGeek,https://www.crunchbase.com/funding_round/seatgeek-series-b--f238f73b,SeatGeek,https://www.crunchbase.com/organization/seatgeek,Series B,"$35,000,000","Aug 28, 2014",Early Stage Venture,,16,3,Yes
Series A - DeepMap,https://www.crunchbase.com/funding_round/deepmap-series-a--56693180,DeepMap,https://www.crunchbase.com/organization/deepmap,Series A,"$25,000,000","May 4, 2017",Early Stage Venture,,3,,Yes
"Series A - Entytle, Inc.",https://www.crunchbase.com/funding_round/entytle-series-a--0d069666,"Entytle, Inc.",https://www.crunchbase.com/organization/entytle,Series A,"$6,000,000","Jun 7, 2017",Early Stage Venture,,3,,Yes
Series B - Demisto,https://www.crunchbase.com/funding_round/demisto-series-b--f243bd62,Demisto,https://www.crunchbase.com/organization/demisto,Series B,"$20,000,000","Feb 9, 2017",Early Stage Venture,,3,1,Yes
Series C - PagerDuty,https://www.crunchbase.com/funding_round/pagerduty-series-c--f7a61113,PagerDuty,https://www.crunchbase.com/organization/pagerduty,Series C,"$43,800,000","Apr 13, 2017",Late Stage Venture,,5,,Yes
Series A - Qikpod,https://www.crunchbase.com/funding_round/qikpod-series-a--fd6dc67b,Qikpod,https://www.crunchbase.com/organization/qikpod,Series A,"$9,000,000","Nov 30, 2015",Early Stage Venture,,6,,Yes
Seed Round - honeycomb.io,https://www.crunchbase.com/funding_round/hound-seed--4e76c7de,honeycomb.io,https://www.crunchbase.com/organization/hound,Seed,"$2,000,000","Apr 11, 2017",Seed,,4,,Yes
Seed Round - honeycomb.io,https://www.crunchbase.com/funding_round/hound-seed--51915013,honeycomb.io,https://www.crunchbase.com/organization/hound,Seed,"$2,000,000","Jan 4, 2016",Seed,,7,,Yes
Series A - Ascend.io,https://www.crunchbase.com/funding_round/ascend-io-series-a--f30593ae,Ascend.io,https://www.crunchbase.com/organization/ascend-io,Series A,"$15,000,000","May 17, 2017",Early Stage Venture,,3,3,Yes
Series B - Agrostar,https://www.crunchbase.com/funding_round/agrostar-series-b--b625dfc9,Agrostar,https://www.crunchbase.com/organization/agrostar,Series B,"$10,000,000","Mar 7, 2017",Early Stage Venture,,3,,Yes
Series A - Mux,https://www.crunchbase.com/funding_round/mux-2-series-a--18377fb4,Mux,https://www.crunchbase.com/organization/mux-2,Series A,"$9,000,000","Apr 18, 2017",Early Stage Venture,,3,1,Yes
Series D - PillPack,https://www.crunchbase.com/funding_round/pillpack-series-d--84fb0797,PillPack,https://www.crunchbase.com/organization/pillpack,Series D,"$55,000,000","Sep 6, 2016",Late Stage Venture,,8,8,Yes
Series C - PillPack,https://www.crunchbase.com/funding_round/pillpack-series-c--8bded14f,PillPack,https://www.crunchbase.com/organization/pillpack,Series C,"$50,000,000","Jun 3, 2015",Late Stage Venture,,7,7,Yes
Series A - CheckRecipient,https://www.crunchbase.com/funding_round/checkrecipient-series-a--c64b47f1,CheckRecipient,https://www.crunchbase.com/organization/checkrecipient,Series A,"$2,700,000","Apr 4, 2017",Early Stage Venture,,5,,Yes
Series A - Mech Mocha,https://www.crunchbase.com/funding_round/mech-mocha-game-studios-series-a--8266c9c3,Mech Mocha,https://www.crunchbase.com/organization/mech-mocha-game-studios,Series A,"$5,000,000","Apr 27, 2017",Early Stage Venture,,3,,Yes
Seed Round - Split Software,https://www.crunchbase.com/funding_round/split-software-seed--22209d8c,Split Software,https://www.crunchbase.com/organization/split-software,Seed,"$1,800,000","Dec 1, 2015",Seed,,3,,Yes
Series C - Fiverr.com,https://www.crunchbase.com/funding_round/fiverr-series-c--40ab8268,Fiverr.com,https://www.crunchbase.com/organization/fiverr,Series C,"$30,000,000","Aug 11, 2014",Late Stage Venture,,6,4,Yes
Series B - Gametime,https://www.crunchbase.com/funding_round/gametime-series-b--56a38a60,Gametime,https://www.crunchbase.com/organization/gametime,Series B,"$20,000,000","Sep 21, 2016",Early Stage Venture,,4,,Yes
Series A - Freshworks,https://www.crunchbase.com/funding_round/freshdesk-series-a--2222c71a,Freshworks,https://www.crunchbase.com/organization/freshdesk,Series A,"$1,000,000","Dec 2, 2011",Early Stage Venture,,2,1,Yes
Series C - Freshworks,https://www.crunchbase.com/funding_round/freshdesk-series-c--6f6db53a,Freshworks,https://www.crunchbase.com/organization/freshdesk,Series C,"$6,999,930","Nov 21, 2013",Late Stage Venture,,2,2,Yes
Series A - 4tigo,https://www.crunchbase.com/funding_round/4tigo-series-a--551d5b2c,4tigo,https://www.crunchbase.com/organization/4tigo,Series A,"$10,000,000","May 2, 2017",Early Stage Venture,,2,,Yes
"Series D - ForeScout Technologies, Inc.",https://www.crunchbase.com/funding_round/forescout-series-d--3c21a4c9,"ForeScout Technologies, Inc.",https://www.crunchbase.com/organization/forescout,Series D,"$4,089,563","Nov 19, 2007",Late Stage Venture,,5,5,Yes
Series D - Funding Circle,https://www.crunchbase.com/funding_round/funding-circle-series-d--6cb9724f,Funding Circle,https://www.crunchbase.com/organization/funding-circle,Series D,"$65,000,000","Jul 17, 2014",Late Stage Venture,,5,2,Yes
Series C - InVision,https://www.crunchbase.com/funding_round/invision-2-series-c--cdd557c7,InVision,https://www.crunchbase.com/organization/invision-2,Series C,"$45,000,000","Jul 14, 2015",Late Stage Venture,,4,4,Yes
Series A - Cloudera,https://www.crunchbase.com/funding_round/cloudera-series-a--0373e1d6,Cloudera,https://www.crunchbase.com/organization/cloudera,Series A,"$5,000,000","Mar 16, 2009",Early Stage Venture,,9,2,Yes
Series A - Joyus,https://www.crunchbase.com/funding_round/joyus-series-a--b974868e,Joyus,https://www.crunchbase.com/organization/joyus,Series A,"$7,900,000","Aug 1, 2011",Early Stage Venture,,5,1,Yes
Series A - Fabhotels,https://www.crunchbase.com/funding_round/fabhotels-series-a--7b201916,Fabhotels,https://www.crunchbase.com/organization/fabhotels,Series A,"$8,000,000","Jun 27, 2016",Early Stage Venture,,4,1,Yes
Series A - Neumob,https://www.crunchbase.com/funding_round/neumob-series-a--116e7d17,Neumob,https://www.crunchbase.com/organization/neumob,Series A,"$8,500,000","Oct 1, 2015",Early Stage Venture,,7,8,Yes
Series A - HotelTonight,https://www.crunchbase.com/funding_round/hoteltonight-series-a--6bab248f,HotelTonight,https://www.crunchbase.com/organization/hoteltonight,Series A,"$3,585,000","May 10, 2011",Early Stage Venture,,9,5,Yes
Series A - BranchOut,https://www.crunchbase.com/funding_round/branchout-series-a--7c0d08cd,BranchOut,https://www.crunchbase.com/organization/branchout,Series A,"$6,000,000","Sep 17, 2010",Early Stage Venture,,17,3,Yes
Series A - Exclusively,https://www.crunchbase.com/funding_round/exclusively-in-series-a--ae557588,Exclusively,https://www.crunchbase.com/organization/exclusively-in,Series A,"$2,800,000","Nov 3, 2010",Early Stage Venture,,3,1,Yes
Series C - Knewton,https://www.crunchbase.com/funding_round/knewton-series-c--84245a8c,Knewton,https://www.crunchbase.com/organization/knewton,Series C,"$12,500,000","Apr 19, 2010",Late Stage Venture,,6,5,Yes
Series A - AdRoll,https://www.crunchbase.com/funding_round/adroll-semantic-sugar-inc-series-a--f0429c51,AdRoll,https://www.crunchbase.com/organization/adroll-semantic-sugar-inc,Series A,"$4,000,000","Sep 16, 2008",Early Stage Venture,,9,3,Yes
Series A - ClusterHQ,https://www.crunchbase.com/funding_round/hybridcluster-series-a--5d313349,ClusterHQ,https://www.crunchbase.com/organization/hybridcluster,Series A,"$12,000,000","Feb 5, 2015",Early Stage Venture,,4,3,Yes
Series C - Zimbra,https://www.crunchbase.com/funding_round/zimbra-series-c--6ddc9fd1,Zimbra,https://www.crunchbase.com/organization/zimbra,Series C,"$14,500,000","Apr 1, 2006",Late Stage Venture,,6,4,Yes
Series A - Discord,https://www.crunchbase.com/funding_round/discord-series-a--ecfd46a6,Discord,https://www.crunchbase.com/organization/discord,Series A,"$8,200,000","Nov 21, 2013",Early Stage Venture,,5,2,Yes
Series A - Grovo,https://www.crunchbase.com/funding_round/grovo-series-a--45e613aa,Grovo,https://www.crunchbase.com/organization/grovo,Series A,"$5,500,000","Jul 17, 2013",Early Stage Venture,,8,2,Yes
Series A - Knewton,https://www.crunchbase.com/funding_round/knewton-series-a--b5dbe7be,Knewton,https://www.crunchbase.com/organization/knewton,Series A,"$2,500,000","May 27, 2008",Early Stage Venture,,10,2,Yes
Series A - 99designs,https://www.crunchbase.com/funding_round/99designs-series-a--b37b03b6,99designs,https://www.crunchbase.com/organization/99designs,Series A,"$35,000,000","Apr 28, 2011",Early Stage Venture,,4,1,Yes
Series A - MobileSpaces,https://www.crunchbase.com/funding_round/mobilespaces-series-a--58e2e6ca,MobileSpaces,https://www.crunchbase.com/organization/mobilespaces,Series A,"$3,000,000","Aug 23, 2012",Early Stage Venture,,2,1,Yes
Series B - MobileSpaces,https://www.crunchbase.com/funding_round/mobilespaces-series-b--370a7dd0,MobileSpaces,https://www.crunchbase.com/organization/mobilespaces,Series B,"$8,600,000","Jul 24, 2013",Early Stage Venture,,3,2,Yes
Seed Round - Simility,https://www.crunchbase.com/funding_round/simility-seed--25eacbbf,Simility,https://www.crunchbase.com/organization/simility,Seed,"$3,450,000","Aug 25, 2015",Seed,,2,2,Yes
Series B - MoPub,https://www.crunchbase.com/funding_round/mopub-series-b--46c3086e,MoPub,https://www.crunchbase.com/organization/mopub,Series B,"$12,000,000","Sep 20, 2012",Early Stage Venture,,6,5,Yes
Series A - MoPub,https://www.crunchbase.com/funding_round/mopub-series-a--f7eb4ebe,MoPub,https://www.crunchbase.com/organization/mopub,Series A,"$6,500,000","Jul 12, 2011",Early Stage Venture,,3,2,Yes
Series A - IDVigil,https://www.crunchbase.com/funding_round/idvigil-series-a--0c7ac901,IDVigil,https://www.crunchbase.com/organization/idvigil,Series A,"$2,500,000","Mar 1, 2016",Early Stage Venture,,1,,Yes
"Series D - ForeScout Technologies, Inc.",https://www.crunchbase.com/funding_round/forescout-series-d--ead3ddf6,"ForeScout Technologies, Inc.",https://www.crunchbase.com/organization/forescout,Series D,"$10,291,888","Oct 20, 2005",Late Stage Venture,,6,5,Yes
Seed Round - Sepalika,https://www.crunchbase.com/funding_round/sepalika-seed--14e97a23,Sepalika,https://www.crunchbase.com/organization/sepalika,Seed,"$750,000","Apr 28, 2017",Seed,,1,,Yes
"Series C - ForeScout Technologies, Inc.",https://www.crunchbase.com/funding_round/forescout-series-c--cb9eb282,"ForeScout Technologies, Inc.",https://www.crunchbase.com/organization/forescout,Series C,"$10,000,000","Aug 21, 2002",Late Stage Venture,,5,5,Yes
"Series E - ForeScout Technologies, Inc.",https://www.crunchbase.com/funding_round/forescout-series-e--67f5831d,"ForeScout Technologies, Inc.",https://www.crunchbase.com/organization/forescout,Series E,"$8,000,000","Jul 2, 2008",Late Stage Venture,,5,5,Yes
Series B - Deliveroo,https://www.crunchbase.com/funding_round/deliveroo-series-b--810ede7e,Deliveroo,https://www.crunchbase.com/organization/deliveroo,Series B,"$25,000,000","Jan 29, 2015",Early Stage Venture,,4,3,Yes
Series A - Propeller Aero,https://www.crunchbase.com/funding_round/propeller-aerobotics-series-a--78ca19c5,Propeller Aero,https://www.crunchbase.com/organization/propeller-aerobotics,Series A,"$3,100,000","Sep 27, 2016",Early Stage Venture,,4,2,Yes
Series C - Joyus,https://www.crunchbase.com/funding_round/joyus-series-c--4e742031,Joyus,https://www.crunchbase.com/organization/joyus,Series C,"$24,000,000","Jun 4, 2015",Late Stage Venture,,6,2,Yes
Series B - Amplify.LA,https://www.crunchbase.com/funding_round/amplify-la-series-b--ebce6db4,Amplify.LA,https://www.crunchbase.com/organization/amplify-la,Series B,"$8,100,000","Jan 15, 2014",Early Stage Venture,,18,3,Yes
Series D - Netskope,https://www.crunchbase.com/funding_round/netskope-series-d--486323c3,Netskope,https://www.crunchbase.com/organization/netskope,Series D,"$75,000,000","Sep 3, 2015",Late Stage Venture,,5,4,Yes
Series B - Primary Data,https://www.crunchbase.com/funding_round/primary-data-series-b--aec9eb7d,Primary Data,https://www.crunchbase.com/organization/primary-data,Series B,"$10,000,000","Feb 10, 2014",Early Stage Venture,,6,3,Yes
Series C - Netskope,https://www.crunchbase.com/funding_round/netskope-series-c--22e78c5a,Netskope,https://www.crunchbase.com/organization/netskope,Series C,"$35,000,000","May 15, 2014",Late Stage Venture,,4,4,Yes
Series B - Primary Data,https://www.crunchbase.com/funding_round/primary-data-series-b--6d0881ed,Primary Data,https://www.crunchbase.com/organization/primary-data,Series B,"$50,000,000","Oct 30, 2013",Early Stage Venture,,8,3,Yes
Series D - LearnVest,https://www.crunchbase.com/funding_round/learnvest-series-d--a7a8ace0,LearnVest,https://www.crunchbase.com/organization/learnvest,Series D,"$28,000,000","Apr 15, 2014",Late Stage Venture,,3,1,Yes
Series A - Fictiv,https://www.crunchbase.com/funding_round/fictiv-series-a--345fb4f7,Fictiv,https://www.crunchbase.com/organization/fictiv,Series A,"$10,000,000","Aug 1, 2015",Early Stage Venture,,3,,Yes
Series B - Packlink - Simply Shipping,https://www.crunchbase.com/funding_round/packlink-series-b--49d5da1e,Packlink - Simply Shipping,https://www.crunchbase.com/organization/packlink,Series B,"$9,000,000","Jun 5, 2014",Early Stage Venture,,3,1,Yes
Series B - Elo7,https://www.crunchbase.com/funding_round/elo7-series-b--ee7917b9,Elo7,https://www.crunchbase.com/organization/elo7,Series B,"$5,000,000","Mar 16, 2012",Early Stage Venture,,3,2,Yes
Series B - Osmo,https://www.crunchbase.com/funding_round/osmo-series-b--69cf7fcc,Osmo,https://www.crunchbase.com/organization/osmo,Series B,"$24,000,000","Dec 8, 2016",Early Stage Venture,,9,3,Yes
Series D - Correlsense,https://www.crunchbase.com/funding_round/correlsense-series-d--e1ccfb6a,Correlsense,https://www.crunchbase.com/organization/correlsense,Series D,"$4,300,000","Sep 15, 2013",Late Stage Venture,,5,4,Yes
Series A - Lenddo,https://www.crunchbase.com/funding_round/lenddo-series-a--88414de5,Lenddo,https://www.crunchbase.com/organization/lenddo,Series A,"$8,000,000","May 15, 2012",Early Stage Venture,,6,2,Yes
